department,course_code,course_name,credits,prerequisites,corequisites,description
EOSC,256,Earthquakes,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 101""), Prerequisite(type=""course"", details=""MATH 103""), Prerequisite(type=""course"", details=""MATH 105""), Prerequisite(type=""course"", details=""MATH 121""), Prerequisite(type=""course"", details=""PHYS 101""), Prerequisite(type=""course"", details=""PHYS 106""), Prerequisite(type=""course"", details=""PHYS 107""), Prerequisite(type=""course"", details=""PHYS 117""), Prerequisite(type=""course"", details=""PHYS 131""), Prerequisite(type=""course"", details=""PHYS 157""), Prerequisite(type=""course"", details=""SCIE 001"")])",,"Characteristics, types, plate tectonics, faults, earth stresses and strains, seismic waves, magnitude scales, instrumentation, hazard mapping, prediction, and forecasting. [3-0-0] Prerequisite: Either (a) one of MATH 101, MATH 103, MATH 105, MATH 121 and one of PHYS 101, PHYS 106, PHYS 107, PHYS 117, PHYS 131, PHYS 157; or (b) SCIE 001."
EOSC,270,Marine Ecosystems,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""SCIE 001""), Prerequisite(type=""course"", details=""CHEM 110""), Prerequisite(type=""course"", details=""CHEM 111""), Prerequisite(type=""course"", details=""CHEM 120""), Prerequisite(type=""course"", details=""CHEM 121""), Prerequisite(type=""course"", details=""CHEM 141""), Prerequisite(type=""course"", details=""CHEM 154"")])",,"Introduction to diversity of marine habitats and ecosystems; hydrothermal vent, intertidal, coral reef, estuarine, deep sea, and polar ecosystems; impacts of ecosystem change; evolution of ocean plankton; invasive species; climate change; pollution. [3-0-0] Prerequisite: One of SCIE 001, CHEM 110, CHEM 111, CHEM 120, CHEM 121, CHEM 141, CHEM 154."
EOSC,310,The Earth and the Solar System,3,/* Unparsed: class standing 2. */,,"The Earth as a planet: its composition, internal dynamics, and surface evolution. Rotation, magnetic field, plate tectonics, earthquakes, volcanoes. The ocean, atmosphere, and biosphere as components of a varying geo-environment. Not for credit for students in specializations administered by the Department of Earth, Ocean, and Atmospheric Sciences. (https://www.eoas.ubc.ca/undergrad/degrees). No background in science or mathematics is required. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/facultiescolleges-and-schools/faculty… [3-0-0] Prerequisite: Class standing 2."
EOSC,311,The Earth and its Resources,3,/* Unparsed: class standing 2. */,,"An introduction to the Earth with emphasis on its industrial and aesthetic resources. Rocks, minerals, gold, diamonds, sediments, fossils, oil and gas, canyons, and volcanoes and the processes that create them. Not for credit for students in specializations administered by the Department of Earth, Ocean, and Atmospheric Sciences. (https://www.eoas.ubc.ca/undergrad/degrees). No background in science or mathematics is required. [3-0-0] Prerequisite: Class standing 2."
EOSC,314,The Ocean Environment,3,/* Unparsed: class standing 2. */,,"An introduction to the oceans and the processes that have shaped them, their composition and movement, waves, tides, beaches, interactions with the atmosphere and human exploitation of the non-living resources. Not for credit for students in specializations administered by the Department of Earth, Ocean, and Atmospheric Sciences. (https://www.eoas.ubc.ca/undergrad/degrees). No background in science or mathematics is required. [3-0-0] Prerequisite: Class standing 2."
EOSC,315,The Ocean Ecosystem,3,/* Unparsed: class standing 2. */,,"An introduction to life in the oceans, its variety and evolution; primary producers and their links to the environment, zooplankton, marine communities, living marine resources and their role in today's world. Not for credit for students in specializations administered by the Department of Earth, Ocean, and Atmospheric Sciences. (https://www.eoas.ubc.ca/undergrad/degrees). No background in science or mathematics is required. [3-0-0] Prerequisite: Class standing 2."
EOSC,320,Sedimentology,3,"Prerequisite(type=""course"", details=""EOSC 221"")",,"Origin, diagenesis and geochemistry of sediments and sedimentary rocks. [2-2-0] Prerequisite: EOSC 221 and one of EOSC 210, EOSC 222."
EOSC,321,Igneous Petrology,3,"Prerequisite(type=""course"", details=""EOSC 221"")",,The origin and formation of igneous rocks. [2-3-0] Prerequisite: EOSC 221.
EOSC,322,Metamorphic Petrology,3,"Prerequisite(type=""course"", details=""EOSC 221"")",,"Deciphering lithospheric processes as recorded by the mineralogy, chemistry and textures of metamorphosed rocks. [2-3-0] Prerequisite: EOSC 221."
EOSC,323,Structural Geology I,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""EOSC 221""), Prerequisite(type=""course"", details=""EOSC 223""), Prerequisite(type=""course"", details=""EOSC 210""), Prerequisite(type=""course"", details=""EOSC 222"")])",,"Analysis and interpretation of natural deformation. [2-3-0] Prerequisite: All of EOSC 221, EOSC 223 and one of EOSC 210, EOSC 222."
EOSC,325,Principles of Physical Hydrogeology,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 101""), Prerequisite(type=""course"", details=""MATH 103""), Prerequisite(type=""course"", details=""MATH 105""), Prerequisite(type=""course"", details=""MATH 121""), Prerequisite(type=""course"", details=""SCIE 001"")])",,"Theories of storage and movement of water within groundwater systems; Groundwater-surface water interaction; Role of groundwater systems in watershed management and regulating the environmental impacts of global change; Groundwater sustainability; Impacts of climate & land use changes on groundwater resources [3-0-1] Prerequisite: (a) 3rd year standing in Science, Land and Food Systems, or Forestry; and (b) One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001. This course is not eligible for Credit/D/Fail grading."
EOSC,326,Earth and Life Through Time,3,"Prerequisite(type=""course"", details=""BIOLOGY 100"")",,The fossil record of adaptation and extinction emphasizing the interaction of biological and geological processes. Not for credit in Geological Sciences and Geophysics specializations. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult…. [3-0-0] Prerequisite: Biology 100-level and third-year standing in Science.
EOSC,327,Geochemical Thermodynamics,3,/* Unparsed: eosc220 */,"Prerequisite(type=""course"", details=""CHEM 205"")","Application of chemical thermodynamics to problem solving in the earth sciences. Geochemical tools are developed for: low-T aqueous geochemistry, high-T, high-P processes in the lithosphere, ore-deposit formation, and for prediction of geochemical reaction rates in all environments. [2-2-0] Prerequisite: EOSC220 Corequisite: CHEM 205."
EOSC,328,Field Geology,3,"/* Unparsed: [eosc323, eosc330] and [eosc321, eosc322] */",,"Recording and processing geological data in the field. Held within the three weeks following April examinations after third year. A special fee is to be paid by January 31. Prerequisite: [EOSC323, EOSC330] AND [EOSC321, EOSC322]"
EOSC,329,Quantitative Groundwater Hydrology,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 101""), Prerequisite(type=""course"", details=""MATH 103""), Prerequisite(type=""course"", details=""MATH 105""), Prerequisite(type=""course"", details=""MATH 121""), Prerequisite(type=""course"", details=""SCIE 001"")])",,"Introduction to theory of groundwater flow; flow nets; regional groundwater resource evaluation; well hydraulics; role of groundwater in geologic processes, case studies. [2-3*-3*] Prerequisite: One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001."
EOSC,330,Principles of Geomorphology,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""GEOB 103""), Prerequisite(type=""course"", details=""EOSC 110""), Prerequisite(type=""course"", details=""EOSC 210"")])",,"Landform development; morphological and historical analysis of landforms; applications in engineering and resource development. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult…. [3-2-0] Prerequisite: One of GEOB 103, EOSC 110, EOSC 210."
EOSC,331,Introduction to Mineral Deposits,3,"Prerequisite(type=""course"", details=""EOSC 221"")",,Introduction to economic geology and models related to mineral exploration. Study includes typical deposit types and their plate tectonic setting. [2-3-0] Prerequisite: EOSC 221.
EOSC,332,Tectonic Evolution of North America,3,/* Unparsed: [eosc323] or permission of the instructor. */,,"An overview of the geology and tectonic evolution of North America; comparisons and contrasts between Precambrian rocks of the North American craton and Phanerozoic belts of the Cordilleran, Appalachian, Ouachita and Innuitian orogens; interrelations between sedimentation, deformation, metamorphism and magmatism in a plate tectonic context. [3-0-0] Prerequisite: [EOSC323] or permission of the instructor."
EOSC,333,Elemental and Isotopic Geochemistry,3,"Prerequisite(type=""course"", details=""EOSC 221"")",,"Analytical methods in geochemistry, major and trace element geochemistry, radiogenic isotopes, geochemistry of seawater, the mantle, basalts, subduction zones, sedimentary rocks, continental crust. [2-3-0] Prerequisite: EOSC 221."
EOSC,340,Climate Change: Causes and Solutions,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""SCIE 001""), Prerequisite(type=""course"", details=""CHEM 110""), Prerequisite(type=""course"", details=""CHEM 111""), Prerequisite(type=""course"", details=""CHEM 120""), Prerequisite(type=""course"", details=""CHEM 121""), Prerequisite(type=""course"", details=""CHEM 141""), Prerequisite(type=""course"", details=""CHEM 154""), Prerequisite(type=""course"", details=""MATH 101""), Prerequisite(type=""course"", details=""MATH 103""), Prerequisite(type=""course"", details=""MATH 105""), Prerequisite(type=""course"", details=""MATH 121""), Prerequisite(type=""course"", details=""PHYS 101""), Prerequisite(type=""course"", details=""PHYS 106""), Prerequisite(type=""course"", details=""PHYS 107""), Prerequisite(type=""course"", details=""PHYS 117""), Prerequisite(type=""course"", details=""PHYS 131""), Prerequisite(type=""course"", details=""PHYS 153""), Prerequisite(type=""course"", details=""PHYS 157"")])",,"Mechanisms and processes of past and future global climate change. Climate models and projected impacts. Climate solutions including carbon sequestration, adaptation and geoengineering. [3-0-0] Prerequisite: Either (a) SCIE 001 or (b) one of CHEM 110, CHEM 111, CHEM 120, CHEM 121, CHEM 141, CHEM 154 and one of MATH 101, MATH 103, MATH 105, MATH 121 and one of PHYS 101, PHYS 106, PHYS 107, PHYS 117, PHYS 131, PHYS 153, PHYS 157."
EOSC,345,Climate Change: Evidence and Impacts,3,/* Unparsed: 3rd year class standing */,,"Climate science fundamentals: Energy balance, ocean and atmospheric circulation. Future climate scenarios. Processes driving spatial and temporal climate variability. Analysis of observations and climate projection data to evaluate the anthropogenic impact on climate. [3-0-0] Prerequisite: 3rd year class standing"
